Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
2007,72000,Petrol,Manual,Third,16.1,796.0,37.0,4.0,1.0
2015,93000,Diesel,Manual,Second,20.45,1461.0,83.8,5.0,7.1
2017,5900,Diesel,Manual,First,21.43,1364.0,87.2,5.0,16.5
2014,25000,Diesel,Manual,First,15.8,2148.0,170.0,5.0,26.0
2010,68000,Diesel,Manual,Second,21.1,1248.0,73.9,5.0,3.2
2017,35676,Petrol,Automatic,First,16.0,1497.0,117.3,7.0,9.48
2015,74310,Diesel,Manual,First,24.4,1120.0,71.0,5.0,4.0
2014,59364,Diesel,Automatic,First,14.21,2143.0,203.0,5.0,26.5
2014,41380,Petrol,Automatic,Second,14.8,1595.0,120.7,5.0,11.77
2017,33900,Diesel,Automatic,First,15.0,2143.0,204.0,5.0,37.0
2016,28000,Petrol,Manual,First,17.8,1497.0,117.3,5.0,8.75
2011,93982,Petrol,Manual,First,17.0,1497.0,118.0,5.0,3.75
2010,95000,Petrol,Manual,First,16.2,1599.0,103.2,5.0,2.5
2017,9000,Petrol,Automatic,First,13.5,1999.0,246.74,5.0,34.5
2015,52516,Petrol,Manual,First,18.0,1198.0,86.7,5.0,4.65
2015,20000,Petrol,Automatic,First,18.86,1598.0,122.0,4.0,32.0
2017,56451,Diesel,Automatic,First,13.5,2987.0,282.0,5.0,62.81
2014,37000,Petrol,Manual,First,21.1,814.0,55.2,5.0,3.25
2014,17400,Petrol,Manual,First,20.51,998.0,67.04,5.0,3.1
2011,90207,Diesel,Manual,First,21.1,1248.0,73.9,5.0,3.91
2011,89616,Diesel,Automatic,First,16.07,1995.0,181.0,5.0,11.0
2014,85000,Diesel,Manual,First,13.49,2179.0,138.03,5.0,3.5
2014,79271,Diesel,Automatic,First,20.38,1968.0,143.0,5.0,16.5
2012,56000,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,30.0
2010,85001,Diesel,Automatic,Second,12.0,2987.0,224.0,7.0,28.0
2018,12000,Diesel,Automatic,First,13.5,2477.0,175.56,7.0,28.0
2010,125000,Petrol,Manual,First,19.7,796.0,46.3,5.0,0.92
2013,53000,Petrol,Manual,First,14.0,1061.0,64.0,5.0,2.75
2017,34990,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,53.83
2011,49768,Petrol,Manual,Second,17.01,1591.0,121.3,5.0,4.95
2013,56000,Diesel,Automatic,First,16.73,2993.0,218.0,5.0,33.5
2013,75000,Diesel,Automatic,First,14.74,2993.0,270.9,5.0,27.95
2010,57000,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,7.25
2017,37542,Diesel,Automatic,First,15.73,1968.0,174.33,5.0,25.71
2014,95649,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,29.67
2013,35299,Diesel,Automatic,First,14.84,2143.0,170.0,5.0,19.0
2017,28464,Diesel,Manual,First,15.4,2179.0,120.0,7.0,13.05
2015,41000,Diesel,Automatic,First,21.76,1995.0,190.0,5.0,25.5
2017,9000,Petrol,Manual,First,15.4,1497.0,117.3,7.0,8.5
2010,92098,Diesel,Automatic,Second,16.0,2400.0,215.0,5.0,7.25
2005,5834,Petrol,Manual,First,13.2,1495.0,94.0,5.0,0.8
2017,40250,Petrol,Manual,First,17.19,1197.0,81.86,5.0,6.9
2018,22397,Petrol,Automatic,First,11.5,2996.0,367.0,5.0,70.99
2015,20800,Petrol,Manual,Second,21.1,814.0,55.2,5.0,2.25
2018,40322,Petrol,Manual,First,18.9,1197.0,81.86,5.0,5.5
2013,52576,Petrol,Manual,First,13.0,1493.0,100.0,5.0,4.35
2010,55000,Petrol,Manual,First,16.47,1198.0,73.9,5.0,2.25
2016,47000,Petrol,Automatic,First,15.26,1798.0,187.74,5.0,24.5
2017,23163,Petrol,Manual,First,15.29,1591.0,121.3,5.0,12.03
2011,50000,Petrol,Automatic,Second,11.74,1796.0,186.0,5.0,8.5
2014,11900,Petrol,Automatic,First,16.82,1998.0,189.08,4.0,28.5
2013,37000,Diesel,Manual,First,23.59,1364.0,67.04,5.0,5.75
2014,30000,Petrol,Manual,Second,19.4,1198.0,86.8,5.0,3.2
2018,12831,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,9.89
2012,143017,Diesel,Automatic,First,20.0,1968.0,138.1,5.0,6.58
2018,13102,Petrol,Manual,First,21.1,814.0,55.2,5.0,4.06
2019,24950,Diesel,Manual,First,20.37,1461.0,108.45,5.0,13.37
2011,57832,Diesel,Automatic,First,16.2,2993.0,258.0,5.0,25.82
2016,34267,Petrol,Manual,First,22.74,796.0,47.3,5.0,3.74
2015,33000,Diesel,Automatic,Second,16.8,1984.0,150.0,5.0,22.0
2007,55100,Petrol,Manual,First,18.9,998.0,67.1,5.0,1.45
2008,40000,Petrol,Manual,First,17.7,1497.0,78.0,5.0,2.0
2017,31841,CNG,Manual,First,15.1,1196.0,73.0,5.0,4.7
2014,15000,Petrol,Manual,First,13.7,1399.0,98.79,8.0,3.75
2016,82756,Diesel,Manual,First,15.96,2523.0,62.1,7.0,7.7
2014,20600,Petrol,Manual,First,21.1,814.0,55.2,5.0,2.6
2017,29952,Petrol,Automatic,First,13.0,1591.0,121.3,5.0,13.77
2017,15000,Petrol,Manual,Second,16.09,1598.0,103.5,5.0,7.1
2008,61938,Petrol,Automatic,Second,12.9,1799.0,130.0,5.0,2.65
2014,67000,Diesel,Manual,First,22.3,1248.0,74.0,5.0,2.5
2013,61672,Diesel,Manual,First,16.0,2179.0,140.0,7.0,7.53
2017,26185,Petrol,Manual,First,18.6,1197.0,81.83,5.0,7.98
2014,38000,Diesel,Automatic,Second,14.16,1968.0,174.3,5.0,39.0
2011,67000,Petrol,Manual,Second,18.5,1197.0,85.8,5.0,2.25
2010,66000,Petrol,Manual,Second,13.17,1999.0,114.0,5.0,3.85
2015,80883,Diesel,Manual,First,12.8,2494.0,102.0,7.0,13.5
2016,80219,Diesel,Manual,First,27.62,793.0,47.0,5.0,3.5
2018,12923,Diesel,Manual,First,25.1,1248.0,88.5,5.0,8.92
2016,86642,Diesel,Automatic,First,15.17,1968.0,181.0,5.0,20.37
2016,19235,Diesel,Automatic,First,21.76,1995.0,190.0,5.0,36.5
2016,51002,Diesel,Automatic,First,11.33,4134.0,335.2,7.0,48.91
2016,6800,Petrol,Manual,First,18.6,1197.0,81.83,5.0,7.2
2012,82749,Diesel,Manual,First,19.01,1461.0,108.45,5.0,5.99
2016,51000,Diesel,Manual,First,24.4,1120.0,71.0,5.0,5.25
2014,31465,Diesel,Manual,First,22.7,1498.0,89.84,5.0,6.5
2013,76476,Petrol,Manual,First,16.47,1198.0,73.9,5.0,4.4
2017,14000,Diesel,Manual,First,24.0,1120.0,70.0,5.0,4.6
2013,47000,Diesel,Manual,First,21.12,1248.0,88.8,5.0,2.95
2011,48466,Petrol,Manual,First,17.0,1497.0,118.0,5.0,3.26
2008,46000,Petrol,Manual,Second,17.92,1086.0,62.1,5.0,2.22
2012,162663,Diesel,Manual,First,12.99,2494.0,100.0,7.0,10.5
2017,25142,Diesel,Manual,First,28.09,1248.0,88.5,5.0,8.26
2013,69000,Diesel,Manual,First,12.55,2982.0,169.0,7.0,14.45
2018,26405,Petrol,Automatic,First,12.6,1950.0,191.34,5.0,51.43
2014,45000,Diesel,Manual,First,15.8,2148.0,170.0,5.0,23.0
2012,64284,Diesel,Manual,First,17.72,1968.0,108.49,5.0,5.5
2015,27000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,4.5
2018,3678,Petrol,Manual,First,18.16,1196.0,86.8,5.0,6.8
2013,21000,Petrol,Manual,First,16.8,1395.0,138.02,5.0,8.75
2015,67000,Diesel,Manual,Second,19.87,1461.0,83.8,5.0,7.0
2015,24000,Diesel,Automatic,Second,15.68,1999.0,177.0,5.0,33.5
2011,75000,Diesel,Manual,Second,20.0,1399.0,68.0,5.0,2.25
2008,179000,Diesel,Automatic,Second,12.8,2953.0,156.0,7.0,4.24
2017,47198,Diesel,Manual,First,12.55,2982.0,168.5,7.0,28.42
2012,52000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,2.75
2011,91000,Diesel,Manual,First,23.2,1248.0,73.94,5.0,3.0
2013,60000,Diesel,Manual,First,23.08,1461.0,63.1,5.0,3.55
2013,37873,Diesel,Manual,First,22.32,1582.0,126.32,5.0,4.8
2011,31000,Petrol,Automatic,First,10.8,2497.0,150.0,5.0,13.5
2017,129000,Diesel,Automatic,First,11.0,2987.0,258.0,7.0,56.0
2004,78000,Petrol,Automatic,First,12.0,2354.0,187.4,5.0,3.99
2016,32000,Diesel,Automatic,First,17.01,1582.0,126.2,5.0,15.5
2010,59000,Petrol,Manual,Second,19.81,1086.0,68.05,5.0,2.32
2016,35437,Diesel,Automatic,First,20.0,2143.0,136.0,5.0,18.58
2014,98000,Petrol,Manual,First,16.02,1373.0,93.7,7.0,5.5
2006,72000,Diesel,Manual,Second,18.7,1896.0,66.0,5.0,3.2
2015,79000,Petrol,Manual,First,18.0,1198.0,86.7,5.0,4.0
2004,29000,Petrol,Manual,First,17.3,993.0,60.0,5.0,1.6
2013,66012,Petrol,Manual,First,15.5,1586.0,103.3,5.0,4.15
2014,35000,Petrol,Automatic,First,16.5,1198.0,86.8,5.0,4.25
2011,75000,Petrol,Manual,First,18.9,998.0,67.1,5.0,2.6
2008,80000,Petrol,Automatic,Second,12.1,2362.0,164.7,5.0,3.43
2012,32717,Petrol,Manual,First,18.6,1199.0,79.4,5.0,2.55
2017,25000,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,32.0
2014,79000,Diesel,Manual,First,22.7,1498.0,89.84,5.0,6.25
2010,86000,Diesel,Manual,Second,17.8,1248.0,75.0,5.0,3.6
2010,137000,Diesel,Automatic,First,13.5,2987.0,282.0,5.0,18.5
2015,25000,Petrol,Manual,Second,17.3,1497.0,117.3,7.0,4.25
2017,8500,Petrol,Manual,Second,18.9,1197.0,82.0,5.0,4.8
2015,34000,Diesel,Automatic,First,16.0,2179.0,140.0,7.0,13.0
2012,41629,Petrol,Manual,Second,14.83,1598.0,105.0,5.0,2.25
2009,80227,Petrol,Manual,First,17.92,1086.0,62.1,5.0,2.3
2019,8587,Petrol,Manual,First,15.29,1591.0,121.3,5.0,13.56
2017,30000,Diesel,Manual,First,15.4,1997.0,120.0,7.0,12.25
2013,64186,Diesel,Manual,First,20.5,1598.0,103.5,5.0,3.76
2015,76427,Diesel,Manual,First,19.01,1461.0,108.45,5.0,8.58
2011,75000,Diesel,Automatic,First,11.7,2993.0,245.0,5.0,27.5
2013,27075,Petrol,Manual,First,17.6,1496.0,88.73,5.0,4.95
2012,30000,Petrol,Manual,First,22.5,998.0,67.04,5.0,3.3
2016,69434,Petrol,Manual,First,15.8,1591.0,121.3,5.0,8.0
2014,56000,Petrol,Manual,First,23.1,998.0,67.04,5.0,2.79
2017,49275,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,45.64
2014,8700,Petrol,Manual,First,18.6,1199.0,76.8,5.0,2.55
2014,18000,Petrol,Manual,Second,25.4,624.0,37.5,4.0,1.0
2017,41041,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,37.56
2009,80464,Diesel,Automatic,Second,11.0,2987.0,198.5,5.0,9.29
2019,20667,Petrol,Manual,First,22.0,1197.0,81.8,5.0,6.37
2013,60283,Petrol,Manual,First,14.6,1368.0,112.0,5.0,2.98
2017,31696,Petrol,Manual,First,20.4,1197.0,81.8,5.0,5.75
2010,100000,Diesel,Manual,First,11.5,2982.0,171.0,7.0,13.0
2014,13361,Petrol,Manual,First,16.02,1373.0,93.7,7.0,6.8
2010,48394,Petrol,Automatic,First,12.05,1995.0,154.0,5.0,10.49
2014,47399,Petrol,Manual,First,16.02,1373.0,93.7,7.0,5.6
2010,69000,Petrol,Automatic,Second,16.8,1497.0,118.0,5.0,2.85
2013,65278,Diesel,Manual,First,14.66,2199.0,194.3,7.0,8.36
2005,108000,Diesel,Manual,First,17.0,1405.0,70.0,5.0,1.0
2010,50645,Petrol,Automatic,Second,10.93,2497.0,204.0,5.0,10.75
2011,130002,Diesel,Manual,First,19.3,1248.0,73.9,5.0,3.85
2012,107000,Diesel,Manual,First,17.8,1399.0,67.0,5.0,3.0
2015,41950,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,9.6
2012,109000,Diesel,Manual,First,13.0,2982.0,168.5,7.0,13.25
2016,9000,Petrol,Manual,First,18.0,1198.0,86.7,5.0,5.75
2014,43900,Diesel,Manual,First,22.54,1396.0,88.73,5.0,6.75
2013,64000,Diesel,Manual,Second,18.2,1248.0,73.8,7.0,4.85
2019,13190,Petrol,Automatic,First,0.0,1950.0,181.43,5.0,38.99
2009,77652,Petrol,Automatic,First,12.6,1586.0,103.2,5.0,2.85
2012,55000,Diesel,Manual,First,12.99,2494.0,100.0,7.0,9.51
2012,59900,Diesel,Automatic,Second,18.48,1995.0,177.0,5.0,18.5
2015,73539,Diesel,Manual,First,19.01,1461.0,108.45,5.0,6.75
2017,31645,Diesel,Automatic,First,20.68,1995.0,190.0,5.0,29.4
2009,69690,Petrol,Manual,First,17.7,1497.0,78.0,5.0,3.29
2016,41000,Diesel,Manual,First,28.09,1248.0,88.5,5.0,9.5
2010,109200,Petrol,Manual,Second,17.5,1298.0,85.8,5.0,2.2
2012,80000,Diesel,Manual,First,15.1,2179.0,140.0,7.0,6.5
2007,51000,Petrol,Manual,First,13.5,1799.0,130.0,5.0,4.9
2013,105000,Diesel,Manual,Second,25.47,1248.0,88.5,7.0,6.75
2013,179000,Diesel,Manual,First,23.59,1364.0,67.04,5.0,3.8
2013,12100,Petrol,Automatic,First,9.9,1984.0,207.8,2.0,29.5
2017,31000,Diesel,Manual,First,21.13,1498.0,108.4,5.0,10.5
2015,50000,Diesel,Manual,First,20.14,1498.0,88.8,5.0,6.2
2009,48000,Diesel,Automatic,First,17.0,1896.0,105.0,5.0,5.0
2007,35000,Diesel,Manual,First,19.2,1461.0,65.0,5.0,2.3
2016,100200,Diesel,Automatic,First,11.36,2755.0,171.5,7.0,17.0
2014,47000,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,25.5
2015,63642,Diesel,Manual,First,27.3,1498.0,98.6,5.0,5.65
2015,62550,Diesel,Manual,First,25.8,1498.0,98.6,5.0,5.6
2015,37340,Diesel,Automatic,First,16.36,2179.0,187.7,5.0,29.98
2016,38461,Diesel,Manual,First,26.59,1248.0,74.0,5.0,7.39
2018,29000,Diesel,Manual,First,17.1,1956.0,170.0,5.0,19.0
2010,31000,Petrol,Manual,First,12.5,1794.0,132.0,5.0,5.0
2011,42086,Petrol,Manual,First,17.0,1497.0,118.0,5.0,3.35
2013,49000,Petrol,Manual,First,18.6,1197.0,85.8,5.0,4.45
2019,77240,Diesel,Automatic,First,22.32,1582.0,126.32,5.0,8.31
2012,105000,Diesel,Manual,Second,15.96,2523.0,62.1,7.0,6.0
2014,35000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,5.25
2012,202082,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,12.3
2004,129000,Petrol,Manual,Third,13.8,1299.0,70.0,5.0,1.5
2018,33558,Diesel,Manual,First,20.14,1498.0,88.0,5.0,8.12
2012,60271,Diesel,Manual,First,13.6,2523.0,63.0,7.0,6.12
2017,45366,Diesel,Manual,First,25.1,1498.0,98.6,5.0,10.88
2014,9500,Petrol,Manual,First,18.2,1199.0,82.5,5.0,3.5
2016,42362,Petrol,Manual,First,18.6,1197.0,81.83,5.0,6.15
2016,21000,Diesel,Automatic,First,17.05,1995.0,184.0,5.0,33.0
2012,15200,Diesel,Automatic,First,15.06,1995.0,177.0,5.0,13.5
2015,43690,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,17.11
2014,79926,Diesel,Automatic,First,11.33,4134.0,335.2,7.0,29.77
2013,53073,Diesel,Manual,First,20.77,1248.0,88.76,7.0,5.95
2015,59000,Petrol,Manual,First,18.5,1197.0,80.0,5.0,5.75
2006,47088,Petrol,Automatic,Second,10.13,3498.0,364.9,5.0,19.0
2014,55000,Diesel,Manual,First,20.45,1461.0,83.8,5.0,4.75
2013,80430,Diesel,Manual,Second,17.21,1493.0,100.0,7.0,3.3
2013,71932,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,16.5
2014,19000,Diesel,Automatic,First,15.97,2993.0,258.0,7.0,44.0
2011,81759,Diesel,Manual,First,19.3,1248.0,73.9,5.0,4.39
2018,52010,Diesel,Manual,First,25.2,1248.0,74.0,5.0,6.2
2016,58953,Petrol,Automatic,First,13.53,1984.0,177.01,5.0,24.22
2008,93000,Diesel,Manual,Third,10.5,2835.0,107.2,6.0,5.45
2016,10000,Diesel,Automatic,First,16.36,2179.0,187.7,5.0,44.0
2019,40674,Diesel,Automatic,First,11.36,2755.0,171.5,7.0,24.82
2015,50000,Diesel,Automatic,First,19.3,1968.0,141.0,5.0,11.69
2018,1331,Petrol,Automatic,First,14.28,1798.0,138.03,5.0,20.0
2010,60000,Petrol,Manual,First,19.7,796.0,35.0,8.0,1.45
2018,10003,Diesel,Automatic,First,17.9,2143.0,170.0,5.0,48.5
2016,25000,Diesel,Automatic,First,21.5,1498.0,108.5,5.0,9.45
2015,73000,Diesel,Manual,First,16.0,2179.0,140.0,7.0,12.5
2014,59962,Diesel,Manual,First,20.45,1461.0,83.8,5.0,6.9
2012,72000,Diesel,Manual,Second,22.32,1582.0,126.32,5.0,5.8
2016,20967,Diesel,Automatic,First,14.69,2993.0,258.0,5.0,44.56
2015,35000,Diesel,Manual,Second,15.4,2179.0,120.0,7.0,8.5
2017,38056,Diesel,Manual,First,23.9,1582.0,126.2,5.0,10.7
2009,94000,Diesel,Automatic,Second,12.07,2967.0,241.4,7.0,12.0
2010,64236,Petrol,Manual,First,14.7,1150.0,76.0,5.0,2.44
2000,124000,Diesel,Manual,First,13.6,2523.0,63.0,7.0,1.95
2014,7400,Petrol,Manual,First,19.1,1197.0,82.0,5.0,4.35
2017,52000,Diesel,Manual,First,13.68,2393.0,147.8,8.0,17.5
2015,68764,Petrol,Manual,First,21.1,814.0,55.2,5.0,2.9
2013,64000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,2.9
2016,21558,Diesel,Manual,First,24.3,1248.0,88.5,5.0,8.9
2013,37500,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,16.75
2016,14077,Petrol,Manual,First,21.1,814.0,55.2,5.0,3.95
2009,70000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,2.1
2011,54316,Petrol,Manual,Second,12.8,2354.0,177.6,5.0,4.29
2009,90764,Diesel,Manual,First,14.0,2498.0,112.0,8.0,3.85
2009,137000,Diesel,Automatic,Second,13.2,1995.0,170.0,5.0,9.0
2013,127000,Petrol,Manual,Second,16.8,1497.0,116.3,5.0,4.5
2016,51884,Diesel,Manual,First,16.0,2179.0,140.0,7.0,12.46
2014,67407,Diesel,Manual,First,21.27,1396.0,88.76,5.0,4.65
2014,107825,Diesel,Manual,First,13.0,2982.0,168.5,7.0,20.5
2006,82453,Diesel,Manual,First,13.6,2523.0,63.0,8.0,2.9
2007,30441,Petrol,Manual,First,15.9,1298.0,85.0,5.0,1.45
2016,11000,Diesel,Automatic,First,20.7,1496.0,113.98,5.0,29.5
2015,61000,Diesel,Automatic,First,15.73,1968.0,174.33,5.0,25.0
2013,48454,Petrol,Manual,Second,17.0,1197.0,80.0,5.0,3.5
2017,37000,Diesel,Manual,First,14.1,2179.0,154.0,7.0,11.25
2017,32249,Diesel,Manual,First,21.9,1498.0,98.6,7.0,10.79
2013,58000,Diesel,Manual,First,19.33,1968.0,138.03,5.0,5.9
2017,28360,Petrol,Manual,First,19.1,1197.0,81.86,5.0,5.12
2017,7000,Petrol,Manual,First,20.89,1197.0,81.8,5.0,5.7
2016,19658,Diesel,Automatic,First,18.12,1995.0,190.0,5.0,35.84
2007,92000,Petrol,Manual,First,13.8,1299.0,70.0,5.0,1.25
2013,25000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2.65
2016,37882,Diesel,Manual,First,22.32,1582.0,126.3,5.0,9.19
2014,69330,Diesel,Automatic,First,16.07,1995.0,181.0,5.0,23.5
2011,61000,Petrol,Automatic,First,12.3,1796.0,185.0,5.0,12.5
2010,35000,Petrol,Manual,Second,18.6,1199.0,79.4,5.0,1.5
2012,72450,Diesel,Manual,First,15.1,2179.0,140.0,7.0,8.1
2017,36381,Diesel,Manual,First,28.09,1248.0,88.5,5.0,9.75
2017,25559,Diesel,Automatic,First,19.71,2143.0,201.15,5.0,37.93
2005,100000,Petrol,Automatic,Third,16.4,1497.0,78.0,5.0,1.96
2015,94000,Diesel,Automatic,First,11.5,2982.0,169.0,7.0,20.5
2011,64357,Petrol,Manual,First,24.07,998.0,67.1,5.0,2.75
2017,10501,Petrol,Automatic,First,9.43,1999.0,237.4,5.0,75.0
2009,47000,Diesel,Manual,First,21.9,1396.0,90.0,5.0,2.8
2017,18000,Petrol,Automatic,First,16.0,1497.0,117.3,7.0,9.25
2007,89000,Petrol,Manual,First,13.4,1794.0,125.0,5.0,3.0
2014,49964,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,23.89
2014,35000,Diesel,Manual,First,12.99,2494.0,100.6,7.0,12.75
2014,64000,Diesel,Manual,First,24.0,1120.0,70.0,5.0,4.15
2013,36000,Petrol,Automatic,First,14.8,1598.0,105.0,5.0,4.65
2012,78600,Diesel,Manual,First,12.8,2494.0,102.0,7.0,8.9
2008,170000,Diesel,Manual,Second,16.8,1493.0,110.0,5.0,1.5
2015,65000,Diesel,Manual,Second,23.2,1248.0,73.94,5.0,3.27
2008,120300,Diesel,Automatic,Second,12.07,2967.0,241.4,7.0,18.0
2016,21000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,6.3
2017,18108,Diesel,Manual,First,24.3,1248.0,88.5,5.0,11.31
2014,58407,Petrol,Manual,First,17.4,1497.0,117.3,5.0,6.16
2014,49500,Petrol,Manual,First,20.73,1373.0,91.1,5.0,6.0
2013,37199,Petrol,Automatic,First,17.5,1498.0,99.6,5.0,5.43
2012,62000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,4.65
2015,59000,Diesel,Manual,First,20.77,1248.0,88.8,7.0,7.5
2015,60000,Diesel,Manual,First,26.59,1248.0,74.0,5.0,6.25
2007,39037,Diesel,Automatic,First,14.84,2143.0,170.0,5.0,9.25
2013,17003,Petrol,Manual,First,19.4,1198.0,86.8,5.0,3.15
2008,80400,Petrol,Manual,First,16.0,1086.0,66.7,5.0,2.3
2012,75200,Diesel,Manual,First,22.32,1582.0,126.32,5.0,5.25
2017,41217,Diesel,Manual,First,28.09,1248.0,88.5,5.0,7.4
2006,98293,Petrol,Manual,Second,13.8,1299.0,70.0,5.0,1.55
2017,54000,Petrol,Manual,Second,16.2,1199.0,74.0,5.0,6.0
2016,17377,Petrol,Manual,First,18.7,1199.0,88.7,5.0,5.9
2013,33800,Diesel,Manual,Second,25.8,1498.0,98.6,5.0,4.7
2015,86157,Diesel,Manual,First,22.54,1396.0,88.73,5.0,6.5
2012,146824,Diesel,Manual,First,21.1,1248.0,73.9,5.0,3.55
2014,55000,Petrol,Manual,First,16.8,1497.0,116.3,5.0,7.1
2010,53293,Petrol,Manual,First,13.14,1798.0,160.0,5.0,6.0
2017,38000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,7.99
2009,64000,Petrol,Manual,Second,17.0,1197.0,80.0,5.0,4.1
2017,25058,Petrol,Automatic,First,24.07,998.0,67.1,5.0,3.95
2016,36700,Petrol,Manual,First,21.1,814.0,55.2,5.0,4.38
2011,35000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2.75
2016,22732,Petrol,Automatic,First,18.1,3498.0,306.0,2.0,55.54
2014,48000,Diesel,Automatic,First,18.53,1968.0,187.74,5.0,29.0
2013,62084,Diesel,Manual,First,22.77,1498.0,98.59,5.0,6.6
2012,39273,Diesel,Automatic,First,14.3,1968.0,140.0,5.0,6.99
2017,64798,Diesel,Manual,First,13.68,2393.0,147.8,7.0,18.75
2010,100002,Diesel,Manual,Third,20.0,1399.0,68.0,5.0,1.28
2006,78000,Petrol,Manual,Third,14.49,1399.0,92.7,5.0,1.2
2013,57717,Petrol,Manual,First,18.5,1197.0,85.8,5.0,4.31
2011,109000,Diesel,Automatic,First,12.39,2179.0,147.51,5.0,16.5
2017,74515,Petrol,Manual,First,18.9,1197.0,82.0,5.0,5.64
2017,50484,Diesel,Automatic,First,10.91,3198.0,197.2,7.0,31.12
2013,13452,Diesel,Automatic,First,12.8,1968.0,167.6,5.0,25.46
2017,37688,Petrol,Manual,First,17.01,1591.0,121.3,5.0,7.88
2017,34000,Diesel,Automatic,First,13.0,2143.0,204.0,5.0,36.0
2014,120000,Diesel,Automatic,First,0.0,2987.0,165.0,5.0,30.0
2008,64000,Petrol,Manual,Second,17.5,1298.0,85.8,5.0,2.85
2011,100000,Petrol,Manual,First,13.0,1343.0,90.0,5.0,3.5
2014,75000,Diesel,Manual,First,20.46,1461.0,83.8,5.0,7.5
2012,86000,Diesel,Automatic,First,14.84,2143.0,170.0,5.0,19.0
2015,69000,Diesel,Automatic,First,15.97,2993.0,258.0,5.0,54.0
2015,41721,Petrol,Manual,First,19.1,1197.0,82.0,5.0,4.7
2017,13000,Petrol,Automatic,First,22.0,1197.0,81.8,5.0,8.5
2013,38998,Diesel,Automatic,First,16.07,1995.0,181.0,4.0,17.0
2017,54250,Petrol,Manual,First,22.74,796.0,47.3,5.0,3.51
2013,45979,Diesel,Automatic,Second,17.11,1968.0,174.33,5.0,19.5
2012,37000,Petrol,Automatic,Second,13.6,1598.0,181.0,4.0,17.0
2015,46983,Diesel,Automatic,Second,12.07,2967.0,241.4,7.0,43.35
2012,40700,Diesel,Manual,First,25.44,936.0,57.6,5.0,2.65
2015,43828,Petrol,Manual,First,20.51,998.0,67.04,5.0,3.52
2016,53000,Diesel,Manual,First,19.01,1461.0,108.5,5.0,6.25
2015,100000,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,24.75
2015,19000,Petrol,Manual,First,20.85,1197.0,83.14,5.0,5.25
2016,84000,Diesel,Manual,First,17.72,1968.0,108.5,5.0,11.0
2018,37630,Petrol,Automatic,First,15.63,1499.0,110.4,5.0,9.1
2010,67714,Petrol,Manual,First,18.5,1197.0,80.0,5.0,3.25
2017,32000,Diesel,Manual,First,15.0,1248.0,88.5,5.0,8.5
2010,51000,Petrol,Manual,First,16.2,1599.0,103.2,5.0,3.1
2015,58390,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,19.86
2017,14000,Diesel,Manual,First,24.0,1186.0,73.97,5.0,4.9
2014,55818,Petrol,Manual,Second,17.4,1497.0,117.3,5.0,5.7
2012,52241,Diesel,Manual,First,25.2,1248.0,74.0,5.0,2.9
2018,25433,Diesel,Manual,First,27.39,1248.0,74.0,5.0,7.83
2015,40611,Diesel,Manual,First,14.0,2179.0,138.1,7.0,8.15
2008,72000,Petrol,Manual,Second,13.2,1495.0,94.0,5.0,2.0
2016,54631,Diesel,Manual,First,25.2,1248.0,74.0,5.0,6.25
2016,24941,Petrol,Automatic,First,21.9,624.0,37.48,4.0,3.19
2017,63939,Diesel,Manual,First,25.47,1248.0,88.5,7.0,7.75
2014,35214,Petrol,Automatic,Second,23.1,998.0,67.04,5.0,3.2
2015,63000,Diesel,Manual,First,25.2,1248.0,74.0,5.0,4.9
2012,121377,Petrol,Manual,First,15.04,1598.0,103.6,5.0,3.8
2009,100970,Diesel,Automatic,First,15.5,1896.0,105.0,5.0,4.0
2014,60000,Diesel,Automatic,Second,20.7,1496.0,113.98,5.0,23.5
2008,77650,Diesel,Manual,First,17.2,1396.0,53.5,5.0,1.15
